,anime_id,title,synopsis,genres,score,synopsis_word_count
10217,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,The third movie of a four-part finale of .,Comedy|Drama|Slice of Life,7.86,9
10224,36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,Recap movie of .,Action|Comedy|Drama|Fantasy|Slice of Life|Historical,6.81,4
10225,38702,Ya-Ne-Sen a Go Go,"A short film by ShiShi Yamazaki which depicting herself dancing through the Yanaka, Nezu, and Sendagi areas of Taitou, Tokyo.",Music,5.16,20
10227,12223,s.CRY.ed Alteration II: Quan,Second part of the recap.,Action|Adventure|Sci-Fi|Super Power|Shounen,6.89,5
10234,13091,Ojiichan ga Kaizoku Datta Koro,Puppet animation by Tadanari Okamoto.,Comedy,4.85,5
10239,10592,s.CRY.ed Alteration I: Tao,Special recap of to commemorate the 10th anniversary of the anime; featuring digital remastering and some new footage.,Action|Adventure|Sci-Fi|Super Power|Shounen,6.99,18
10245,11635,Sacred Seven: Shirogane no Tsubasa,A recap special that will feature the battles of Alma and Knight. The past story of Knight will be described with new animations.,Action|Sci-Fi|School|Super Power,6.72,23
10250,4096,Mizu no Tane,"Typically brilliant OKAMOTO Tadanari short film, based on a traditional story retold by MATSUTANI Miyoko, with narration by KISHIDA Kyouko.",Historical,5.15,20
10251,34762,Chen-Kuro Gakuen,"Each of the three films will run with a ""Chen-Kuro Gakuen"" (Chen-Kuro Academy) short. ""Chen-Kuro"" is a diminutive way of shortening Chain Chronicle in Japanese.",Comedy|Parody|School,5.05,25
10257,10690,Magic Tree House,"Based on The Magic Tree House series, award winning series of children books written by American author Mary Pope Osborne.",Adventure,6.96,20
10260,30419,"Wake Up, Girls! Beyond the Bottom",Second movie sequel of .,Drama|Music,7.25,5
10269,43419,Yubi no Sukima-chan,An experimental film by Tarafu Otani about hands.,Avant Garde|Music,4.68,8
10279,13087,Youkoso Uchuujin,Stop motion animation of aliens on a guided tour around an amusement park.,Comedy,4.55,13
10282,29919,Fushigi na Taiko,A short movie based on the children's story by Momoko Ishii.,Kids,5.17,11
10284,6653,Ginga Tetsudou 999: Glass no Clair,This short movie is a remake of the first half of episode 3 of Ginga Tetsudou 999.,Drama|Sci-Fi|Space,6.59,17
10289,40476,Atomic World,Yoshiki Imazu's graduation work at Musashino Art University.,Avant Garde|Music,5.62,8
10297,35880,Yowamushi Pedal: Re:Generation,The summary movie compiling episodes from the 3rd season of the anime with some new scenes.,Comedy|Drama|Sports|Shounen,7.3,16
10307,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,The second movie of a four-part finale of .,Comedy|Drama|Slice of Life,7.79,9
10312,24071,gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,Movie of gdgd Fairies.,Comedy|Fantasy,6.27,4
10328,41182,Love Live! Sunshine!! Photo Session,Short theater manners shown before .,Comedy,6.21,6
10333,30053,Bab Mook Ja,Short Korean movie by Korea National University of Arts & Animation.,Slice of Life,5.61,11
10338,29897,Beer Mukashi Mukashi,A short puppet animation movie by Tadahito Mochinaga.,Historical,5.07,8
10347,21765,Ari to Hato (1959),Third remake of the Ari to Hato.,Kids,4.76,7
10348,35387,Kekkaku Yobou,"A tuberculosis history, awareness, and prevention informative anime.",Drama|Historical,5.0,8
10349,29677,Kage,Independent animation by Hayashi Seiichi.,Drama|Historical,4.89,5
10350,3223,Kiddy Grade: Truth Dawn,A is the retelling of the original anime's finale.,Action|Sci-Fi|Mecha|Super Power,7.17,9
10352,4097,Nanmu Ichibyousokusai,"Stop motion cut-outs animation by Tadanari Okamoto, song narration by Kouhei Oikawa.",Historical|Music,5.46,12
10359,29667,Toumei Ningen,Independent animation by Shimamura Tatsuo.,Avant Garde,4.48,5
10360,31923,Mini Hama: Minimum Hamatora Movies,Two special episodes of promoting the movie.,Comedy|Mystery|School|Super Power,6.06,7
10368,30290,Fw:Hamatora,Summary movie of and .,Comedy|Mystery|Super Power,7.11,5
10373,34632,Such a Good Place to Die,A short film by Onohana.,Avant Garde,5.25,5
10375,37960,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,The first movie in the four-part movie series.,Sports|Music|Shounen,6.06,8
10381,32158,Mobile Suit Gundam-san (Movie),A new short episode of the parody series.,Comedy|Mecha|Parody,5.53,8
10391,29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,The final movie of a four-part finale of .,Comedy|Drama|Slice of Life,8.15,9
10392,48780,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,Covers the Spain arc of the manga.,Boys Love|Comedy|Drama|Romance,8.17,7
10396,13083,Fushigi na Kusuri,Puppet animation by Tadanari Okamoto.,Comedy|Slice of Life,5.17,5
10398,2176,Kiddy Grade: Ignition,A recap of the original anime's first quarter.,Action|Sci-Fi|Mecha|Super Power,7.06,8
10399,35399,Kamishibai Itazura Tanuki no Maki,A tanuki causes mischief at a temple.,Action|Supernatural|Historical,5.14,7
10403,18109,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,New Glass no Kamen movie.,Comedy|Parody,5.19,5
10411,33669,Cure Miracle to Mofurun no Mahou Lesson,Short screened alongside the .,Action|Fantasy|Slice of Life|School|Shoujo,5.91,5
10412,3222,Kiddy Grade: Maelstrom,A recap of the original anime's second quarter.,Action|Sci-Fi|Mecha|Super Power,7.15,8
10416,30790,Yowamushi Pedal: Re:ROAD,"The movie will compile the episodes from the second season of the anime, and will also have new cuts of animation.",Drama|Sports|Shounen,7.47,21
10425,30341,Tarzan,Furukawa Taku film.,Avant Garde,4.77,3
10434,31926,Kashikokimono,A combination of hand-drawn animation and computer-based generative animation exploring music and animation as a form of organic expression. Animated by Takahiro Hayakawa.,Avant Garde|Music,4.59,23
10447,31912,Shinsetsu Kachikachi Yama,A seven minute long short-movie directed by Kon Ichikawa in 1936.,Action|Fantasy|Historical,4.94,11
10456,42246,S=13,An abstract short film by Nobuhiro Aihara that combines the movement of abstract lines and the motif of an apple.,Avant Garde,4.19,20
10459,33087,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,"Sequel to , which follows Mei Ayazuki as she travels back in time and falls in love with historical figures.",Fantasy|Romance|Harem|Historical|Shoujo,6.73,20
10463,38970,Land,Short animation directed by Masanobu Hiraoka.,Avant Garde|Music,5.24,6
10472,12015,Tiger & Bunny Movie 1: The Beginning,"The first of two Tiger and Bunny movies, based on the first two episodes of the TV series with additional new scenes.",Action|Comedy|Mystery|Super Power,7.43,22
10473,6846,Kuma ni Kuwarenu Otoko,"Morality tale, musical, involving two boys who find themselves being pursued by bears in the forest.Short film from 1948.",Adventure|Music,4.76,19
10477,28511,Precure All Stars Movie: Haru no Carnival♪,New Precure All Stars movie.,Action|Comedy|Fantasy|Music|Shoujo,6.58,5
10484,33344,Cello Hiki no Gauche,A Miyazawa Kenji story adapted as a puppet animation.,Fantasy|Music|Kids,5.12,9
10486,35410,Ahiru no Ko,An adaptation of the .,Kids,5.5,5
10487,35949,Mobile Suit Gundam Thunderbolt: Bandit Flower,Compilation film for .,Action|Drama|Sci-Fi|Mecha|Military|Space,7.31,4
10490,6847,Gulliver Funtouki,A retelling of part of the Gulliver's Travels adventures. A short film from 1950.,Adventure,4.94,14
10493,28419,Katsura Hime,Short film about a princess being kidnapped.,Action|Comedy,5.02,7
10506,39764,Detective Conan Movie 24: The Scarlet Bullet,24th Movie.,Action|Comedy|Drama|Mystery|Police|Shounen,7.81,2
10509,6872,Cyborg 009,Original Cyborg 009 1966 movie based on the manga. Features 009's origin and an epic battle against Black Ghost and their evil robot forces.,Action|Adventure|Drama|Sci-Fi|Shounen,6.07,24
10512,5874,Sankou to Tako: Hyakumanryou Chinsoudou,Short movie from 1933.,Action,4.92,4
10529,17699,Toriko Movie: Bishokushin no Special Menu,"The new Toriko movie, planned for Summer 2013.",Action|Adventure|Comedy|Fantasy|Shounen,7.16,8
10531,24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,The movie will feature special guests such as popular familiar characters from the TV anime series and the latest Youkai from the upcoming Youkai Watch 2 sequel games.,Comedy|Supernatural|Kids,6.94,28
10542,33114,Experiment,A short film by Tsuji Naoyuki that blends stop motion with 2D drawn animation.,Avant Garde,3.95,14
10551,19233,Around,"A multiple award-winning, dynamic and powerful short animation about a day of a guy. About perspectives and similarities. About nearby and distant, small and large. Around our world.",Slice of Life,5.63,28
10556,28841,"Wake Up, Girls! Seishun no Kage","Movie sequel of , announced at Wake Up, Girls! Festa.2014 Winter.",Drama|Music,7.19,11
10570,9488,Cencoroll Connect,The sequel to .,Action|Sci-Fi,7.24,4
10571,38863,The Laughing Spider,A short movie by Keiichi Tanaami.,Avant Garde,4.22,6
10573,33449,Moving Colors,An animated short film produced by past students of Taku Furukawa based on colors.,Avant Garde,5.11,14
10575,29657,Stone,"Independent, stop motion animation by Aihara Nobuhiro, combining drawings and real landscapes.",Avant Garde,4.68,12
10576,28495,Sidonia no Kishi Movie,A recap of the first season of with additional scenes and re-edited sound effects.,Action|Sci-Fi|Mecha|Space|Seinen,7.33,14
10582,15137,Entotsuya Peroo,"Tale of the chimney sweep, Peroo.",Kids,4.82,6
10588,7496,Saiyuuki: Son Gokuu Monogatari,A short film based on the classic novel Journey to the West.,Adventure,5.47,12
10590,6843,Kangaroo no Tanjoubi,A baby kangaroo's family and friends try to save him from a bad old wolf.Short film from 1940.,Adventure,5.23,18
10596,6993,Koneko no Rakugaki,Yasuji Mori's short about a kitten drawing pictures on a wall.,Comedy,5.7,11
10617,30211,Zenchuu Maite,Based on a poem by Kenji Miyazawa. A worm in this river looks shiny to me. 8 γ e 6 α,Avant Garde,3.98,21
10621,8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Shown as a bonus movie with the theatrical screening of Mahou no Tenshi Creamy Mami: Long Goodbye and Mahou no Princess Minky Momo: Yume no Naka no Rondo.,Shoujo,5.78,28
10630,29782,Malay Oki Kaisen,A war propaganda film by Oofuji Noburou.,Historical|Military,4.68,7
10635,17677,Buki yo Saraba,"Based on a story by Otomo (Katsuhiro), it's about a ragtag group of hard-talkin', power suit-wearin' men tasked with disarming automatic tanks in a post-apocalyptic Tokyo.",Action|Drama|Sci-Fi,6.95,26
10639,5632,Nihonichi Momotarou,An old couple finds a child in a fruit.,Fantasy,5.26,9
10649,35400,Kamishibai Kintarou no Maki,Another classic adaptation of from Japanese folklore.,Fantasy|Historical,4.33,7
10650,41030,"Evangelion Shito, Hakata Shuurai",A short movie screened at Canal Aqua Panorama in Fukuoka City.,Action|Sci-Fi|Mecha,6.15,11
10652,29585,Chikotan,Okamoto Tadanari short film.,Music|Psychological,5.14,4
10653,30862,Yubi wo Nusunda Onna,A short film by Saori Shiroki.,Avant Garde,5.71,6
10655,29557,Okuni no Tame ni,Short patriotic war short film by Hakusan Kimura.,Historical|Military,4.54,8
10656,30617,Animegatari,"Short animations screened during intermission at TOHO Cinemas Shinjuku. Eight episodes were shown in theaters, but only six were included on the DVD release.",Comedy,5.77,24
10659,5869,Chou no Sainan,A short movie from 1931 about a mouse stealing a butterfly's wings and her journey to get them back.,Action,5.2,19
10663,31582,Mimizu Monogatari,Short film by Kurosaka Keita.,Avant Garde,3.95,5
10667,37859,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,Comedy,6.83,18
10668,36182,Abstract feat. Alkama,"Abstract stop-motion short film using ""lightning doodles"" by Tochka.",Avant Garde,4.63,9
10670,37858,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,Comedy,6.94,18
10673,39014,Free! Movie 3: Road to the World - Yume,Recap of the TV series featuring new scenes.,Comedy|Drama|Slice of Life|Sports|School,7.8,8
10683,7528,Kujira (1952),Remake of Oofuji's earlier film from the year 1927.,Fantasy,4.89,9
10685,31269,Venus,Film by Takashi Ito.,Avant Garde,4.03,4
10696,10674,Omake,Some short pieces of funny animations and penakisticope.,Comedy,4.96,8
10700,22161,Scrap Diary,An abstract work by Keichii Tanaami.,Avant Garde,2.86,6
10706,7021,Ni-hiki no Sanma,Original monochrome version of a short experimental film by animation pioneer Yoji Kuri.,Comedy,4.61,13
10713,1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Final of three remastered Zeta Gundam compilation movies.,Drama|Sci-Fi|Mecha|Military|Space,7.16,8
10716,37860,Free!: Take Your Marks: Character Butai Aisatsu,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,Comedy,6.96,18
10719,31265,Shashinki '87,Film by Takashi Ito.,Avant Garde,4.15,4
10721,30339,Play Jazz,Furukawa Taku film.,Avant Garde,3.88,3
10726,14267,Persona 4 the Animation: The Factor of Hope,"Recap of the entire 25-episode television anime series with new cuts and also the unaired ""True End Episode"" that was included in the 10th Blu-ray Disc/DVD volume.",Action|Adventure|Mystery|Supernatural|School|Super Power,7.36,27
10733,6850,Norakuro Shoui: Nichiyoubi no Kaijiken,Norakuro's adventures in the Fierce Dog Brigade continue in this short film from the 1930s.,Action|Military,4.54,15
10737,31264,Shashinki,Film by Takashi Ito.,Avant Garde,4.03,4
10741,31266,Wall,Film by Takashi Ito.,Avant Garde,4.35,4
10749,23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Recap of episodes 14-25.,Action|Drama|Fantasy|Super Power|Shounen,7.86,4
10767,16678,Pokemon: Pikachu to Eievui Friends,"The 25th Pikachu short, set to premiere alongside the 16th movie of the Pokemon franchise, ""Pokemon Best Wishes! Season 2: Shinsoku no Genosect"".",Adventure|Comedy|Fantasy|Kids,6.84,23
10770,13119,Hakuouki Movie 2: Shikon Soukyuu,Second part of two Hakuouki movies.,Action|Drama|Supernatural|Historical|Samurai|Josei,7.77,6
10771,23759,Oira no Ski,Animated short features bunnies and tanuki having wacky hijinks while going skiing.,Comedy|Sports,4.94,12
10773,29771,Recorder,Short animation by Ryu Kato.,Avant Garde|Music,4.8,5
10776,4392,Ooatari Sora no Entaku,Short movie from 1932 about a man who flies a plane-taxi.,Comedy,4.9,11
10778,36436,Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,Compilation film of .,Action|Sci-Fi|Mecha|Military|Space,5.42,4
10781,28691,Kemurigusa Monogatari,The oldest recovered film by Noburou Oofuji that combines paper cutout animation with live action shots.,Comedy,4.86,16
10786,31257,Spacy,Film by Takashi Ito.,Avant Garde,5.1,4
10787,31263,Grim,Film by Takashi Ito.,Avant Garde,5.02,4
10798,7498,Doubutsu Olympic Taikai,Animals gather to compete in Olympic games. This animation was inspired by the 1928 Olympic Games held in Amsterdam.,Comedy|Sports,5.28,19
10807,32476,Love Live! The School Idol Movie: Gekijou Manner CM,Short videos shown in theaters before which teach basic theater manners.,Comedy,6.46,11
10808,29812,Yumemi Douji,An early Toei film directed by Fukiya Kouji.,Drama,4.43,8
10810,18457,Hanasaka Jijii,"Short movie produced by the first generation animator Kitayama Seitarou. Based on the Japanese fairy tale , also called .",Comedy|Drama,4.76,20
10811,35492,Tako no Hone,"Based on the Urashima Taro tale, the story is about how the Octopus lost its skeleton.",Fantasy|Historical,4.61,16
10815,5838,Furudera no Obake-soudou,A 1936 movie short about Taro a young man and his adventures against various creatures from different legends.,Action|Adventure,4.93,18
10819,22179,Aki no Puzzle,"A short 6-minute movie, containing flashing lights with images and drawings presented to the viewer.",Avant Garde,2.14,15
10820,9724,Break Blade 5: Shisen no Hate,Fifth Break Blade Movie.,Action|Fantasy|Mecha|Military|Shounen,7.82,4
10824,31259,Thunder,Film by Takashi Ito.,Avant Garde,4.92,4
10825,40897,Marulk-chan no Nichijou,Shorts played before in Japan's theatrical screenings.,Adventure|Fantasy,6.79,7
10830,6841,Maabou no Kinoshita Toukichirou,A boy works hard to please his lord and gain advancement.Short film from 1938.,Samurai,4.86,14
10831,29766,Playground,Another experimental film by Mirai Mizue.,Avant Garde,4.48,6
10835,5872,Doubutsu Mura no Sports Day,Short movie from 1932.,Action,4.89,4
10842,9465,Break Blade 4: Sanka no Chi,Fourth Break Blade Movie.,Action|Fantasy|Mecha|Military|Shounen,7.85,4
10845,30666,Memories: Younenki no Joukei,Film by Tanaami Keiichi.,Avant Garde,3.54,4
10846,31262,Ghost,Film by Takashi Ito.,Avant Garde,4.86,4
