,synopsis,true_genres,predicted_genres
539,"The series follows 16-year-old Hu Li, who dreams of becoming a popular singer. However, he has neither good looks nor the financial means to pursue his dream, so Hu uploads his singing online using a fox avatar.",['Music'],[]
540,"Based on the Shogakukan award-winning manga of the same name, follows Kagome Higurashi, a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds of her family's Shinto shrine. Instead of hitting the bottom of the well, Kagome ends up 500 years in the past during Japan's violent Sengoku period with the demon's true target, a wish-granting jewel called the Shikon Jewel, reborn inside of her.  After a battle with a revived demon accidentally causes the sacred jewel to shatter, Kagome enlists the help of a young hybrid dog-demon/human named Inuyasha to help her collect the shards and prevent them from falling into the wrong hands. Joining Kagome and Inuyasha on their quest are the orphan fox-demon Shippo, the intelligent monk Miroku, and the lethal demon slayer Sango. Together, they must set aside their differences and work together to find the power granting shards spread across feudal Japan and deal with the threats that arise.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Romance', 'Shounen', 'Supernatural']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
541,"After Keita Suminoe's mother passed away, his father promptly remarried, introducing two step-sisters into Keita's life: twins Ako and Riko. But since their fateful first encounter, a surge of incestuous love for their younger brother overcame the girls, beginning a lifelong feud for his heart.  Now at the end of his middle school career, Keita studies fervently to be able to attend Ako and Riko's high school. While doing so however, he must resolve his conflicting feelings for his siblings and either reject or succumb to his sisters' intimate advances. Fortunately—or perhaps unfortunately for Keita—his sisters aren't the only women lusting after him, and there's no telling when the allure of temptation will get the better of the boy as well.","['Comedy', 'Romance', 'School', 'Seinen']","['Comedy', 'Drama', 'Romance', 'School', 'Seinen']"
542,"The story involves two pairs of teenage elder sister and younger brother, the Shinmoto's who are a bit narcissistic and the Saitou's who look a bit mysterious. It follows their everyday life in school and at home.","['Comedy', 'Slice of Life']","['Comedy', 'School', 'Seinen', 'Slice of Life']"
543,"Returning to the Digital World, Taiki and Shoutmon learn that the Bagra Army has taken it over and reformatted the world to have Seven Kingdoms, each ruled by a general.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']"
544,"A science-fiction comedy where various pro sports bounty hunters fight each other in sporting events. The story centers on Arigetti, Korupi, and Sabina, three women in a team who participate in various sports.","['Action', 'Comedy', 'Sci-Fi']","['Comedy', 'Seinen', 'Shounen', 'Sports']"
545,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family, never to be heard from again.  However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.","['Mystery', 'Sci-Fi', 'Shounen']","['Drama', 'Fantasy', 'Seinen', 'Supernatural']"
546,"The blockheads of Class F return with more misadventures! Rather than desperately competing against the elite students in Class A for better facilities, they have other problems at hand. While the girls are constantly vying for the boys' attention, Akihisa Yoshii and Yuuji Sakamoto are being blackmailed by a stalker who threatens to reveal their most embarrassing secrets to the whole school. Moreover,everyone's avatar starts to behave strangely.  Filled with more nosebleeds and eye-pokes, the boys of Class F must work together to discover the stalker's identity and deal with the misfortunes that come with love among fools.","['Comedy', 'Romance', 'School', 'Super Power']","['Comedy', 'School', 'Seinen', 'Shounen']"
547,"Umaru Doma is a model student who has a hidden side: when she gets home each day, she puts on her hamster hoodie and turns into a sluggish otaku fond of junk food. As Umaru continues these daily antics, the friendship between her and her classmates—Nana Ebina, Kirie Motoba, and Sylphinford Tachibana—deepens, and more and more interesting events begin to unfold.  Of course, these events give rise to numerous questions. What did Nana ask of Umaru's brother Taihei? Who is the mysterious girl with the diamond hairpin? And most important of all: why does this girl seem to know Umaru? These questions and more will be answered in !","['Comedy', 'School', 'Seinen', 'Slice of Life']","['Comedy', 'Seinen', 'Slice of Life']"
548,"Ever since he laid hands on his favorite game, Toshiaki Gozu has admired its loathsome main villain: the demon king Evelogia, detested by all yet a character accompanied by loneliness his entire life.  With his past crimes having caught up to him, Toshiaki is held hostage at gunpoint by a yakuza and is ultimately killed. Following his untimely end, he finds himself in a surprisingly familiar room—a setting of the game where Evelogia exists. Although the revelation delights him, disappointment creeps in as Toshiaki realizes that he is the character who is destined to assassinate the great demon king.  However, Toshiaki rejects his role and instead allies himself with Evelogia. Now with someone trustworthy by his side for the first time ever, Evelogia is emotional. But living regular lives proves to be challenging for both of them; Evelogia wields uncontrollable destructive power while Toshiaki grows dangerously obsessed with the antagonist.",['Fantasy'],"['Action', 'Comedy', 'Seinen', 'Shounen', 'Super Power', 'Supernatural']"
549,"One day, Saya, an agent of the World Space Association, receives a sudden message that says a large number of asteroids are on a collision course with Earth, and it is her mission to stop them. Unfortunately, the only way to save the Earth is by having three people with extraordinary potential demonstrate a new skill on a crane game, which will create a beam of energy able to divert the asteroids.  The only three people with enough potential are three high school girls—Asuka, Mirai, and Kyouko. In order to harness their energy, Saya tells them that she has scouted them as idols and has them work at an arcade where she can monitor them. She says to the girls that all successful idols are good at crane games, and that building their skills is their first step in idol training. As the girls learn new crane game techniques, they begin to doubt Saya's intentions but are nonetheless unaware that the fate of the Earth lies in their hands.",['Comedy'],"['Comedy', 'Music', 'Seinen']"
